Key,File,Type,schinese
trader_hugh_sale_declined_06,UI,Subtitles,“你知道外面在闹丧尸吧？”
trader_hugh_sale_declined_07,UI,Subtitles,“我希望你认识商人杰恩，因为如果下次你还是什么都不买，我就给你的屁股来一枪。”
trader_hugh_sale_declined_08,UI,Subtitles,“如果你买不起高品质的火器，那你至少找份工作啊。”
trader_hugh_sale_declined_09,UI,Subtitles,“这是你这辈子做过最糟糕的决定。”
trader_hugh_sale_declined_10,UI,Subtitles,“我们这儿有跑步鞋卖。如果你什么枪都不买，你会需要一双的。”
trader_hugh_sale_declined_11,UI,Subtitles,“你进来什么都不买浪费我时间，你他妈以为你是谁啊？”
trader_hugh_sale_declined_12,UI,Subtitles,“向你的朋友介绍一下我，向你的敌人也介绍一下，你这抠门的混蛋！”
trader_hugh_sale_declined_13,UI,Subtitles,“总会有明天。对那些手里有武器的危险家伙来说，这话没错。”
trader_hugh_sale_declined_14,UI,Subtitles,“我曾经认识一个和平主义者。现在他挂了，我想他也没那么坏。”
trader_hugh_stolen_bark_01,UI,Subtitles,“我懂，外面很艰难。但你要是再偷我的东西，那就别怪我对你不客气！”
trader_hugh_stolen_bark_02,UI,Subtitles,“我第一眼见到你就知道我不喜欢你。”
trader_hugh_stolen_bark_03,UI,Subtitles,“该死的小偷！滚出我的店！”
trader_hugh_stolen_bark_04,UI,Subtitles,“我就知道你会偷我东西，所以我才有意报高价给你。”
trader_hugh_stolen_bark_05,UI,Subtitles,“你马上把它放回原位！”
trader_hugh_summon_player_01,UI,Subtitles,“嘿，我听说你在外面大杀四方啊。进来吧，我有个特别的活儿给你。”
trader_hugh_summon_player_02,UI,Subtitles,“末世里有传闻说你在忙着清理垃圾。我有个特别的活儿给你，进来我们谈谈吧。”
trader_hugh_summon_player_bob,UI,Subtitles,“有传闻说你给商人鲍勃干了很多活儿。不过如果你想接一些更棒的活儿，那就来我的店吧。”
trader_hugh_summon_player_jen,UI,Subtitles,“我听说你跟商人杰恩的关系很好。如果你想干点正经的活儿，那就来找我吧，你不会后悔的。”
trader_hugh_summon_player_joel,UI,Subtitles,“约珥一直让你忙个不停，不过我这儿有几份专门为你准备的工作。过来看看吧，这是很重要的工作。”
trader_hugh_summon_player_rekt,UI,Subtitles,“我听说你喜欢给你的哥们商人雷克特干活，但我这儿有些报酬很丰厚的活儿。来找我吧，我详细跟你讲。”
trader_hugh_trade_01,UI,Subtitles,“强盗威胁？用上我的装备，他们不过就是移动的靶子。”
trader_hugh_trade_02,UI,Subtitles,“问问看——我的装备让丧尸都不敢轻举妄动。”
trader_hugh_trade_03,UI,Subtitles,“从尖锐之棍到火箭发射器，我这儿什么都有。”
trader_hugh_trade_04,UI,Subtitles,“我这儿只有灾变发生前最精良的毁灭工具！”
trader_hugh_trade_05,UI,Subtitles,“我这儿有很多枪，你就告诉我想要什么样的就行了。”
trader_hugh_trade_06,UI,Subtitles,“哈，我这儿所有的东西保证都能让你觉得自己是个硬汉。”
trader_hugh_trade_07,UI,Subtitles,“我拥有足够的火力发动一场战争……或者结束一场战争。”
trader_hugh_trade_08,UI,Subtitles,“啊，美妙的火药味！看看吧！”
trader_hugh_trade_09,UI,Subtitles,“你觉得你开鲍勃的载具能快得过我的子弹吗？那祝你好运吧。”
trader_hugh_trade_10,UI,Subtitles,“枪，枪，更多的枪！”
trader_hugh_trade_11,UI,Subtitles,“武器多着呢，幸存者。”
trader_hugh_trade_12,UI,Subtitles,“想要武装自己吗？看看这些吧。”
trader_hugh_trade_13,UI,Subtitles,“你浪费我的时间，我就拿你去喂丧尸。”
trader_hugh_trade_14,UI,Subtitles,“赶紧挑把武器然后滚蛋。”
trader_hugh_trade_15,UI,Subtitles,“这里不是慈善机构，要么付钱，要么付出代价。”
trader_hugh_trade_16,UI,Subtitles,“这里不欢迎只逛不买的家伙，要么买，要么死。”
trader_hugh_trade_17,UI,Subtitles,“把你的手放在我能看得见的地方，不然我就把你的手剁掉。”
trader_hugh_trade_18,UI,Subtitles,“我有些能在几秒钟之内将一个丧尸开膛破肚的武器，想看看吗？”
trader_hugh_trade_19,UI,Subtitles,“放下你的武器，不然你就脱掉内裤。”
trader_hugh_trade_20,UI,Subtitles,“你再这么盯着看，我就拿枪指着你，让你盯个够。”
trader_hugh_trade_21,UI,Subtitles,“要么买武器，要么安息。”
trader_hugh_trade_22,UI,Subtitles,“你觉得约珥的装备能救你的命？碰上我出售的武器你就不用想了。”
trader_hugh_trade_23,UI,Subtitles,“要给约珥的护甲透透气？买我的弹药吧！”
trader_hugh_trade_24,UI,Subtitles,“约珥的护甲？我的子弹穿透那东西就跟玩儿似的。”
trader_hugh_trade_25,UI,Subtitles,“见过约珥的护甲没？上面的那些子弹孔？是我的弹药打出来的。”
trader_hugh_trade_26,UI,Subtitles,“杰恩卖的瓶子里装的是希望，而我卖的子弹里面装的是确定性。”
trader_hugh_trade_27,UI,Subtitles,“你信杰恩的药？我宁愿相信丧尸会给我个拥抱。”
trader_hugh_trade_28,UI,Subtitles,“你很有品味？证明给我看。”
trader_hugh_trade_29,UI,Subtitles,“鲍勃卖的东西是用来逃跑的，我卖的东西是用来对抗的。”
trader_hugh_trade_30,UI,Subtitles,“载具在坏掉之前是很好！而我的武器经久耐用。”
trader_hugh_trade_31,UI,Subtitles,“枪支……弹药……刀子。”
trader_hugh_trade_32,UI,Subtitles,“你要看商品，而不是我的眼睛，懂了吗？”
trader_hugh_trade_33,UI,Subtitles,“我能看看你的库存吗？这是在干什么？开茶会吗？看就是啦！”
trader_hugh_trade_34,UI,Subtitles,“管好你的嘴，不然我来帮你把它闭上！永久闭上。”
trader_hugh_trade_35,UI,Subtitles,“可以吗？可以吗？！看就是啦！”
trader_hugh_trade_36,UI,Subtitles,“可以，看吧。还有，我这只眼怎么没的不关你的事。”
trader_hugh_trade_37,UI,Subtitles,“你要买什么？”
trader_hugh_trade_38,UI,Subtitles,“看看吧！”
trader_humming,UI,Subtitles,（哼歌）
trader_jen_announce_closed_01,UI,Subtitles,“商人杰恩家现在打烊了。晚安，荒野。”
trader_jen_announce_closed_02,UI,Subtitles,“我是商人杰恩，我们现在打烊了。晚安，小心别让僵尸咬了！”
trader_jen_announce_closed_03,UI,Subtitles,“商人杰恩祝你晚安，请注意安全。如果出事了，我们明早会帮你处理。”
trader_jen_announce_closing_01,UI,Subtitles,“我们即将打烊，请尽快完成购买，外出时注意安全。”
trader_jen_announce_closing_02,UI,Subtitles,“商人杰恩家将在几分钟后打烊，但请尽快回来，我们经常补货！”
trader_jen_announce_closing_03,UI,Subtitles,“感谢你在商人杰恩家购物。我们很快就要打烊了，请尽快完成购买。”
trader_jen_announce_open_01,UI,Subtitles,“早上好，纳维戈恩！”
trader_jen_announce_open_02,UI,Subtitles,“你好，荒野。商人杰恩家现已开门营业。”
trader_jen_announce_open_03,UI,Subtitles,“商人杰恩家已开门营业。”
trader_jen_announce_special_01,UI,Subtitles,“我们现在全场九折优惠。快来瞧一瞧看一看。”
trader_jen_announce_special_02,UI,Subtitles,“今天所有医疗用品全部 85 折优惠。赶紧囤货，避免流血至死。”
trader_jen_announce_special_03,UI,Subtitles,“今天所有枪支和弹药全部 85 折优惠，赶紧囤货。血月就要来了。”
trader_jen_buy_rare_item_01,UI,Subtitles,“哇！这可不多见。”
trader_jen_buy_rare_item_02,UI,Subtitles,“你从哪里找来的？我可以卖个好价钱！”
trader_jen_buy_rare_item_03,UI,Subtitles,“你从谁的尸体上搜刮来的？算了，我不想知道。”
trader_jen_buy_rare_item_04,UI,Subtitles,“你可真是个寻宝达人！这玩意儿可稀罕了。”
trader_jen_favor_quest,UI,Subtitles,“嘿，甜心。我有件事需要帮忙，我知道只有你能做到。过来吧，看看我们能不能把这个忙变成一个难忘的夜晚。”
trader_jen_favor_quest_complete,UI,Subtitles,“噢，你好！这么快就回来啦？你干活真是挺快。让我表达一下我的感谢，希望这个奖励能让你感觉……满意。”
trader_jen_favor_quest_reply_01,UI,Subtitles,“噢，嘿！你有兴趣踏上一场小冒险吗？如果你能完成我想的事情，我保证你会得到……慷慨的……报酬。”
trader_jen_favor_quest_reply_02,UI,Subtitles,“亲爱的，这里有张便条，里面有你需要的一切。快走吧，我会迫不及待地等你回来，准备好对你大加赞赏。”
trader_jen_firstgreet_01,UI,Subtitles,“欢迎来到商人杰恩家。我们什么都卖，但主营医疗用品。”
trader_jen_firstgreet_02,UI,Subtitles,“嗨，我是杰恩，你可以叫我杰恩医生。新面孔总是令人愉悦。你需要医疗护理或医疗用品吗？”
trader_jen_firstgreet_03,UI,Subtitles,“你好啊，旅行者，我是商人杰恩。我们什么都卖，但主要出售药品。”
trader_jen_greetaft_01,UI,Subtitles,“下午好！”
trader_jen_greetaft_02,UI,Subtitles,“下午好，很高兴看到你还有呼吸。”
trader_jen_greetaft_03,UI,Subtitles,“Kon'nichiwa。这是日语中的‘下午好’。”
trader_jen_greetaft_04,UI,Subtitles,“多么美妙的下午啊。今天我能为你做些什么？”
trader_jen_greetaft_05,UI,Subtitles,“很高兴你从晚高峰中活下来了。慢慢逛吧，不着急。”
trader_jen_greetbloodmoon_01,UI,Subtitles,“在这样的血月下外出，你多少有点大病。”
trader_jen_greetbloodmoon_02,UI,Subtitles,“讲真，你应该多储备点医疗用品，血月是很危险的。”
trader_jen_greetbloodmoon_03,UI,Subtitles,“血月时期总让我倍感恐惧。希望有人能留下来陪我过夜。”
trader_jen_greetbloodmoon_04,UI,Subtitles,“我厌恶血月，但我喜欢生意。所有人都得在第二天好好包扎一番。”
trader_jen_greetbloodmoon_05,UI,Subtitles,“血月前后的补给品总是很紧俏。建议你囤货过夜。”
trader_jen_greeteve_01,UI,Subtitles,“晚上好。”
trader_jen_greeteve_02,UI,Subtitles,“希望这只是一轮美丽的落日，而非初生的血月。”
trader_jen_greeteve_03,UI,Subtitles,“欢迎在这个美妙的夜晚来到我的商店。你需要全荒野最好的医生提供什么帮助呢？”
trader_jen_greeteve_04,UI,Subtitles,“今晚是销售医疗用品的好时机。”
trader_jen_greeteve_05,UI,Subtitles,“为了你这个美人儿，我愿意通宵营业。”
trader_jen_greeting_01,UI,Subtitles,“又来一位需要帮助的陌生人？我正好有你在找的东西。”
trader_jen_greeting_02,UI,Subtitles,“你好啊，旅行者。你有什么需要？”
trader_jen_greeting_03,UI,Subtitles,“只要你有公爵币，我就能挤出时间招待你。”
trader_jen_greeting_04,UI,Subtitles,“哟，瞧瞧是谁来了。”
trader_jen_greeting_05,UI,Subtitles,“如果你觉得不太舒服，我手上正好有医生的药。”
trader_jen_greeting_06,UI,Subtitles,“我们的价格是全荒野最优惠的。”
trader_jen_greeting_07,UI,Subtitles,“我叫杰恩……你可以叫我杰恩医生。”
trader_jen_greeting_08,UI,Subtitles,“你今天要买点什么？”
trader_jen_greeting_09,UI,Subtitles,“我们这儿提供买卖、交易和工作机会……前提是你得做得来。”
trader_jen_greeting_10,UI,Subtitles,“你看起来不太妙。最好吃点抗生素。”
trader_jen_greeting_11,UI,Subtitles,“如果你是来购物的，我这儿有全荒野最顶尖的药品。”
trader_jen_greeting_12,UI,Subtitles,“医疗物品、药品、酒水——我应有尽有！”
trader_jen_greeting_13,UI,Subtitles,“又是你？我开始觉得你喜欢杰恩医生了。”
trader_jen_greeting_14,UI,Subtitles,“很高兴见到你，我独自坐上一整天会感到无聊。”
trader_jen_greeting_15,UI,Subtitles,“你可真是让人眼前一亮。需要点什么？”
trader_jen_greeting_16,UI,Subtitles,“你看起来有点狼狈……你没被咬吧？”
trader_jen_greeting_17,UI,Subtitles,“你好啊，朋友，有什么需要的？”
trader_jen_greeting_18,UI,Subtitles,“你好，我的朋友。我肯定有你需要的东西。”
trader_jen_greeting_19,UI,Subtitles,“我认识你，我从不脸盲。你需要什么？”
trader_jen_greeting_20,UI,Subtitles,“哦，又见面了。我从不厌倦友好的面孔。”
trader_jen_greeting_21,UI,Subtitles,“哦，坏消息，药品快不够了，你应该趁现在囤一些。”
trader_jen_greeting_22,UI,Subtitles,“你今天看起来有点不一样。是什么原因呢，新护甲？新发型？”
trader_jen_greeting_23,UI,Subtitles,“我最喜欢的顾客！最近怎么样？”
trader_jen_greeting_24,UI,Subtitles,“我有货，过来看看。”
trader_jen_greeting_25,UI,Subtitles,“很高兴再次见到你，亲爱的。如果需要什么，告诉我。”
trader_jen_greeting_26,UI,Subtitles,“哦，嗨！我记得你。今天需要什么？”
trader_jen_greeting_27,UI,Subtitles,“你好，旅行者。今天需要什么？”
trader_jen_greeting_28,UI,Subtitles,“我们有医疗用品，还有各种其他东西。看看吧。”
trader_jen_greeting_29,UI,Subtitles,“天哪！好久没见到你了。我还以为你出了什么不好的事。今天需要什么？”
trader_jen_greeting_30,UI,Subtitles,“很高兴再次见到你。今天有什么需要？”
trader_jen_greeting_31,UI,Subtitles,“哦，你好！随便看看，如果需要什么，就跟我说一声。”
trader_jen_greeting_32,UI,Subtitles,“欢迎来到商人杰恩家。你需要什么？”
trader_jen_greeting_33,UI,Subtitles,“你回来啦！今天要买什么？”
trader_jen_greetmorn_01,UI,Subtitles,“早上好，幸存者。”
trader_jen_greetmorn_02,UI,Subtitles,“抱歉，我心情不太好。因为我的咖啡壶又坏了。”
trader_jen_greetmorn_03,UI,Subtitles,“你来得真早，需要我做些什么？”
trader_jen_greetmorn_04,UI,Subtitles,“末世里的又一个美妙清晨。我能帮你做些什么？”
trader_jen_greetmorn_05,UI,Subtitles,“早上好，我最喜欢的顾客！”
trader_jen_greetnightfall_01,UI,Subtitles,“你喜欢拖到最后一刻，是吧？”
trader_jen_greetnightfall_02,UI,Subtitles,“我马上就要打烊了。”
trader_jen_greetnightfall_03,UI,Subtitles,“我正准备打烊，但可以腾出时间再接待一位顾客……”
trader_jen_greetnightfall_04,UI,Subtitles,“马上就到打烊时间了。你来得正是时候！”
trader_jen_greetsick_01,UI,Subtitles,“哇，你的情况看起来不太好，我应该有能帮到你的东西。”
trader_jen_greetsick_02,UI,Subtitles,“哦，你这可怜的家伙，看起来病得不轻。你来对地方了，商人休只会叫你截肢。”
trader_jen_greetsick_03,UI,Subtitles,“天啊，你看起来病了。让我帮你治好吧。我们有各种医疗用品。”
trader_jen_greetsick_04,UI,Subtitles,“你感染了吗？我这里应该有些抗生素。”
trader_jen_greetsick_05,UI,Subtitles,“哦天哪，你看起来伤得很重。躺下，让杰恩医生施展她的魔法吧。”
trader_jen_heal_player_01,UI,Subtitles,“我可以帮你治疗，怎么样？”
trader_jen_helpful_tip_01,UI,Subtitles,“我不该告诉你这个，但在紧要关头，有时你可以从树桩上采集到蜂蜜。”
trader_jen_helpful_tip_02,UI,Subtitles,“你知道吗？你可以从芦荟植物上采集芦荟。”
trader_jen_helpful_tip_03,UI,Subtitles,“一点布加上一些芦荟就能做成很好的药用绷带。”
trader_jen_helpful_tip_04,UI,Subtitles,“我觉得他们在糖里下了药，因为有些糖几乎能给你超能力。自动贩卖机里应该有一些。”
trader_jen_helpful_tip_05,UI,Subtitles,“荒野非常危险，没有大量医疗补给不要去那里。”
trader_jen_helpful_tip_06,UI,Subtitles,“遭受痢疾症状总比渴死好。”
trader_jen_helpful_tip_07,UI,Subtitles,“如果你有维生素，可以服用它们，然后随便喝浑水。”
trader_jen_helpful_tip_08,UI,Subtitles,“杂志可以教你如何制作各种有用的物品。”
trader_jen_idle_01,UI,Subtitles,“至少最近天气不错。”
trader_jen_idle_02,UI,Subtitles,“慢慢来。”
trader_jen_idle_03,UI,Subtitles,“我发誓，好像又有人偷偷溜进来偷东西了。”
trader_jen_idle_04,UI,Subtitles,“看到什么喜欢的吗？”
trader_jen_idle_05,UI,Subtitles,“我们备有全纳维戈恩最顶尖的药品。”
trader_jen_idle_06,UI,Subtitles,“为什么烧杯如此难找？”
trader_jen_idle_07,UI,Subtitles,“我们也卖枪支和弹药，因为弹孔对生意有好处。”
trader_jen_idle_08,UI,Subtitles,“如果你拿不定主意，我建议选择大的。”
trader_jen_idle_09,UI,Subtitles,“如果你发现山威三明治，不要扔掉，可以用来制造抗生素。”
trader_jen_idle_10,UI,Subtitles,“如果你需要帮忙把什么东西挑出来，尽管开口。”
trader_jen_idle_11,UI,Subtitles,“你知道吗？爆炸发生之前，东实验室在研究某种疯狂的技术。”
trader_jen_idle_12,UI,Subtitles,“商人鲍勃喜欢摆弄各种各样的小东西。我听说他用垃圾制造了一架旋翼机。”
trader_jen_idle_13,UI,Subtitles,“你知不知道商人雷克特总是因为宿醉未醒而脾气暴躁？只要给他一杯啤酒，他就会变成最和蔼的人。”
trader_jen_idle_14,UI,Subtitles,“我听说祖父就在他搅拌著名的妙药的浴缸里洗澡。”
trader_jen_idle_15,UI,Subtitles,“我听说商人休有点疯癫，曾经因为一个顾客什么都没买就开枪打死了他。”
trader_jen_idle_16,UI,Subtitles,“爆炸发生前，商人约珥是开体育用品店的。难怪他卖的服装最好。”
trader_jen_idle_17,UI,Subtitles,（轻哼）
trader_jen_idle_18,UI,Subtitles,（吹口哨）
trader_jen_idle_19,UI,Subtitles,（清嗓子）
trader_jen_idle_20,UI,Subtitles,“对不起，我可能有点小感冒。”
trader_jen_idle_21,UI,Subtitles,“我需要更多咖啡！”
trader_jen_meet_noah_quest,UI,Subtitles,“你干成了不少大事，白河定居者的诺亚想亲自见见你！我觉得你会喜欢诺亚的，他有一颗金子般的心。”
trader_jen_meet_noah_topic,UI,Subtitles,“噢，你肯定不敢信，诺亚想见你！进来吧，我会告诉你细节。”
trader_jen_meet_the_duke_quest,UI,Subtitles,“你吸引了公爵的注意，他想在他的赌场亲自见见你。我个人不会信任他，但决定权在你。”
trader_jen_meet_the_duke_topic,UI,Subtitles,“嘿，能人，我有个大活儿给你。公爵想见你，进来吧，我会告诉你细节。”
trader_jen_quest_accepted_01,UI,Subtitles,“好极了！希望很快能再见到你！”
trader_jen_quest_accepted_02,UI,Subtitles,“快点回来，我会给你丰厚的奖励。”
trader_jen_quest_accepted_03,UI,Subtitles,“如果你这周再完成两件工作，我就给你本月最佳员工的称号！”
trader_jen_quest_accepted_04,UI,Subtitles,“我对你很有信心，祝你好运！”
trader_jen_quest_accepted_05,UI,Subtitles,“谢天谢地，这件工作我都找不到人接。”
trader_jen_quest_accepted_06,UI,Subtitles,“好了，小心点，尽量不要害死自己。”
trader_jen_quest_accepted_07,UI,Subtitles,“要快点，我马上就要付保护费了。”
trader_jen_quest_accepted_08,UI,Subtitles,“谢谢，亲爱的，我就知道你不会让我失望的。”
trader_jen_quest_accepted_09,UI,Subtitles,“这项工作很危险，但我相信你能应付。”
trader_jen_quest_accepted_10,UI,Subtitles,“哇，我真想亲你一口。但是你懂的，得注意末世卫生。”
trader_jen_quest_accepted_11,UI,Subtitles,“哇，这活儿很危险哦，尽量不要被辐射到。”
trader_jen_quest_accepted_12,UI,Subtitles,“如果你觉得工作太危险，或者改变主意了，随时可以放弃工作。”
trader_jen_quest_complete_01,UI,Subtitles,“你真是个大胆的冒险家，干得好！”
trader_jen_quest_complete_02,UI,Subtitles,“恭喜！我现在可以付钱给公爵了。”
trader_jen_quest_complete_03,UI,Subtitles,“干得好，我就知道你能行。”
trader_jen_quest_complete_04,UI,Subtitles,“棒极了！希望你喜欢这份报酬。”
trader_jen_quest_complete_05,UI,Subtitles,“不要把钱都花在一个地方。如果一定要花，就来找我花。”
trader_jen_quest_complete_06,UI,Subtitles,“我就知道你有本事。干得好。”
trader_jen_quest_complete_07,UI,Subtitles,“没花多久嘛。干得好！”
trader_jen_quest_complete_08,UI,Subtitles,“这是你出色工作的报酬。”
trader_jen_quest_complete_09,UI,Subtitles,“哇，我真没想到你还有这本事。干得好。”
trader_jen_quest_complete_10,UI,Subtitles,“真快啊。干得不错！”
trader_jen_quest_declined_01,UI,Subtitles,“我只是介绍工作的中介。所以你要是不喜欢这些工作，可别怪我。”
trader_jen_quest_declined_02,UI,Subtitles,“钱不是大风刮来的。你真应该接点工作。”
trader_jen_quest_declined_03,UI,Subtitles,“如果你能直接接下工作，那就太好了。”
trader_jen_quest_declined_04,UI,Subtitles,“我对你太失望了。下次再说吧。”
trader_jen_quest_declined_05,UI,Subtitles,“嗷，拜托，如果我不能完成配额，会被公爵狠狠报复的！”
trader_jen_quest_declined_06,UI,Subtitles,“在那项工作完成之前，公爵会阻止所有货物的运输。我真的希望你能帮助我。”
trader_jen_quest_declined_07,UI,Subtitles,“你是在害怕一点小工作吗？我还以为你是强悍的荒野高手。”
trader_jen_quest_declined_08,UI,Subtitles,“如果你接下工作，我就能快乐地抽取佣金。”
trader_jen_quest_declined_09,UI,Subtitles,“询问工作然后又拒绝，你胆子可真大。”
trader_jen_quest_declined_10,UI,Subtitles,“行吧，回头再来瞧瞧，也许会有适合你的。”
trader_jen_quest_declined_11,UI,Subtitles,“你知道吗，我听说你可以用扳手采集地雷。”
trader_jen_quest_incomplete_01,UI,Subtitles,“我不是刚给了你一份工作吗？先把那工作干完再说吧。”
trader_jen_quest_incomplete_02,UI,Subtitles,“先解决我已经交给你的工作，然后再来协商更多工作。”
trader_jen_quest_incomplete_03,UI,Subtitles,“你不是已经有工作要做了吗？”
trader_jen_quest_incomplete_04,UI,Subtitles,“如果你完成了另外那份工作，我会有活儿给你干的。”
trader_jen_quest_incomplete_05,UI,Subtitles,“先完成你手头的工作，然后我们再谈。”
trader_jen_quest_offer_01,UI,Subtitles,“我有份工作正适合你这样的人才。”
trader_jen_quest_offer_02,UI,Subtitles,“你需要工作吗？我需要佣金！”
trader_jen_quest_offer_03,UI,Subtitles,“你想赚点公爵币吗？我有工作可以交给你这样的人。”
trader_jen_quest_offer_04,UI,Subtitles,“你看起来挺有本事的。想赚点钱吗？”
trader_jen_quest_offer_05,UI,Subtitles,“我们一直在寻找敢于冒险的人。来瞧瞧吧。”
trader_jen_quest_offer_06,UI,Subtitles,“你看着像是个值得信赖的人。有什么适合你的吗？”
trader_jen_quest_offer_07,UI,Subtitles,“你知道吗，我向来钦佩勤奋工作的人。”
trader_jen_quest_offer_08,UI,Subtitles,“我很乐意给你一份工作。”
trader_jen_quest_offer_09,UI,Subtitles,“我需要愿意干活，不怕脏手的人。”
trader_jen_quest_offer_10,UI,Subtitles,“我遇到点小麻烦。你能帮我吗？”
trader_jen_quest_offer_11,UI,Subtitles,“我这儿好像有一两个活儿。”
trader_jen_quest_offer_12,UI,Subtitles,“如果你帮我这次，我永远不会忘记你的。”
trader_jen_quest_offer_13,UI,Subtitles,“我们总是需要人手来处理一些棘手的工作。”
trader_jen_quest_offer_14,UI,Subtitles,“这可是赚取公爵币和报酬的最佳方式！”
trader_jen_refuse_01,UI,Subtitles,“我不再需要那东西了，不过还是谢谢。”
trader_jen_refuse_02,UI,Subtitles,“那东西我已经够多了，抱歉。”
trader_jen_refuse_03,UI,Subtitles,“这玩意现在我的库存已经过多了。或者你去问问其他商人要不要吧。”
trader_jen_refuse_04,UI,Subtitles,“不用了，谢谢，我没地方放更多那种东西了。”
trader_jen_rumor_01,UI,Subtitles,“公爵只是个暴脾气的家伙，以为自己是末世之中神的恩赐。”
trader_jen_rumor_02,UI,Subtitles,“公爵收取保护费，这意味着只要你给他钱，他就不会杀你。”
trader_jen_rumor_03,UI,Subtitles,“公爵更像个恐怖分子，而不是他自认为的那种高瞻远瞩之人。”
trader_jen_rumor_04,UI,Subtitles,“公爵对生意很不利，我是治病救人的，不是埋死人的。”
trader_jen_rumor_05,UI,Subtitles,“我听说公爵的军队有一半都是监狱来的，真是一群狠人。”
trader_jen_rumor_06,UI,Subtitles,“末世之前，公爵拥有一家赌场，他一辈子都在操纵游戏。”
trader_jen_rumor_07,UI,Subtitles,“诺亚可能会揍人，但至少这对生意有好处。公爵直接杀人，而我不卖铲子。”
trader_jen_rumor_08,UI,Subtitles,“诺亚的想法是对的。外面那些土匪有一半都是公爵的人。”
trader_jen_rumor_09,UI,Subtitles,“白河定居者都是好人。”
trader_jen_rumor_10,UI,Subtitles,“诺亚跟我保证，如果他打赢战争，就给我一座新医院。开什么玩笑……”
trader_jen_rumor_11,UI,Subtitles,“投放免费补给的人是白河定居者。只要能帮助大家，谁会在意那些物资是从哪儿来的？”
trader_jen_rumor_12,UI,Subtitles,“公爵本想杀了我，但城里就我一个医生。”
trader_jen_rumor_13,UI,Subtitles,“商人雷克特的食物太劣质，结果我要为他的大多数顾客治疗痢疾，所以他其实对我的生意帮助不小。”
trader_jen_rumor_14,UI,Subtitles,“有些商人根本不值得救，但作为医者，我必须抛开个人感情，治疗每一个人。”
trader_jen_rumor_15,UI,Subtitles,“你知道我救过商人休的命吗？他喝多了，把威士忌洒到了脸上，然后点燃了雪茄，这就是他脸上疤痕的由来。他可不是什么战斗英雄。”
trader_jen_rumor_16,UI,Subtitles,“每次去商人雷克特那里时我都会多囤一些东西，这样我一个月就只用见他一次。”
trader_jen_rumor_17,UI,Subtitles,“商人雷克特喝醉的时候比较好对付。”
trader_jen_rumor_18,UI,Subtitles,“我觉得商人约珥对我有意思。”
trader_jen_rumor_19,UI,Subtitles,“白河定居者是真正的英雄，有一次他们从一群可怕的僵尸中救了我的命。”
trader_jen_rumor_20,UI,Subtitles,“公爵真是厚颜无耻。他竟然试图告诉我不能治疗任何白河支持者。”
trader_jen_sale_accepted_01,UI,Subtitles,“行吧，在外面时注意安全！”
trader_jen_sale_accepted_02,UI,Subtitles,“我就知道你会找到想要的东西！”
trader_jen_sale_accepted_03,UI,Subtitles,“希望你尽快好起来！”
trader_jen_sale_accepted_04,UI,Subtitles,“需要医疗用品时，别忘记来找我。”
trader_jen_sale_accepted_05,UI,Subtitles,“这笔交易很划算。相信我，我可是医生。”
trader_jen_sale_accepted_06,UI,Subtitles,“多谢惠顾。在外面时注意安全。”
trader_jen_sale_accepted_07,UI,Subtitles,“希望你以后还会来找我！”
trader_jen_sale_accepted_08,UI,Subtitles,“你是我今天的开心果儿。很高兴能帮上你。”
trader_jen_sale_accepted_09,UI,Subtitles,“谢谢你接受我的服务，别忘记推荐给你的朋友。”
trader_jen_sale_accepted_10,UI,Subtitles,“非常感谢。务必再次光临哦！”
trader_jen_sale_accepted_11,UI,Subtitles,“多谢惠顾。我们从黎明营业到黄昏，因为我们没有钟。”
trader_jen_sale_declined_01,UI,Subtitles,“你大老远跑来这里，真是浪费时间！”
trader_jen_sale_declined_02,UI,Subtitles,“你认真的？！嗯，行吧……”
trader_jen_sale_declined_03,UI,Subtitles,“出去的时候别被丧尸犬咬到屁股。如果真被咬了，我们会帮你处理的。”
trader_jen_sale_declined_04,UI,Subtitles,“话说，我们前几天丢了些东西。这件事跟你没关系吧？”
trader_jen_sale_declined_05,UI,Subtitles,“药物狂欢那边可能有你想要的东西。”
trader_jen_sale_declined_06,UI,Subtitles,“建议你多储备点医疗用品。毕竟外面已经是丧尸末日了。”
trader_jen_sale_declined_07,UI,Subtitles,“如果每次有人‘随便看看’，我就能获得一枚公爵币，那我早就像商人约珥一样暴富了。”
trader_jen_sale_declined_08,UI,Subtitles,“也许下次我这里会有你需要的东西。”
trader_jen_sale_declined_09,UI,Subtitles,“噢，这么快就要走了？我还想跟你多相处一会儿呢！”
trader_jen_sale_declined_10,UI,Subtitles,“我帮不了你，太遗憾了。下次再说吧。”
trader_jen_sale_declined_11,UI,Subtitles,“抱歉，我从没有听说过……‘治疗针’。”
trader_jen_sale_declined_12,UI,Subtitles,“咦，这次什么都不要？”
trader_jen_sale_declined_13,UI,Subtitles,“一件都不要？好吧，总还有下次嘛！”
trader_jen_sale_declined_14,UI,Subtitles,“如果你在外面找到多余的药，我愿意折价购买。”
trader_jen_stolen_bark_01,UI,Subtitles,“反正你应该比我更需要它。”
trader_jen_stolen_bark_02,UI,Subtitles,“噢，本来你只需要开口就行。”
trader_jen_stolen_bark_03,UI,Subtitles,“你这可怜的家伙，就这么走投无路吗？”
